cluster_label	level	category	eligible	n	n_eff	n_hit	rho_bar	vif	auc_abs	auc_signed	perm_p	vif_z	vif_p	pooled_rg	pooled_rg_ci_lo	pooled_rg_ci_hi	coherence	mean_abs_rg	mean_signed_rg	odds_ratio	fisher_p	q	rank	z_threshold
C6_sub1	native	VI Diseases of the nervous system (G6_)	True	34	19.2	13	0.242	5.41	0.4969	0.5046	0.525737131434283	-0.027	0.510609612967673	0.1929	0.1534	0.2318	0.977	0.1899	0.1855	1.429	0.209261716682825	0.934643789216503	17	3
C6_sub1	native	XIX Injury, poisoning and certain other consequences of external causes (ST19_)	True	9	5.08	1	0.574	3.34	0.4779	0.481	0.584207896051974	-0.125	0.549590110093079	0.1698	0.107	0.2312	1	0.1667	0.1667	0.281	0.963280824152864	0.981109445277361	18	3
C6_sub1	native	Gastrointestinal endpoints	True	14	7.41	1	0.5	4.21	0.4762	0.4804	0.613193403298351	-0.149	0.559236665496534	0.1388	0.0912	0.1859	1	0.1419	0.1419	0.171	0.994260283838193	0.981109445277361	19	3
C6_sub1	native	VIII Diseases of the ear and mastoid process (H8_)	True	23	11.1	7	0.366	4.69	0.4225	0.4346	0.889055472263868	-0.585	0.720746646600536	0.1643	0.1134	0.2144	0.995	0.1591	0.1584	0.993	0.585603135070694	1	20	3
C6_sub1	native	IX Diseases of the circulatory system (I9_)	True	54	22.55	3	0.313	7.75	0.4214	0.4263	0.979010494752624	-0.693	0.755949364584785	0.1165	0.0902	0.1426	0.947	0.1088	0.1031	0.123	0.999999567126792	1	21	3
C6_sub1	native	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	True	7	5	1	0.457	2.83	0.3711	0.3817	0.868065967016492	-0.699	0.757657926858191	0.1459	0.0732	0.2171	1	0.1597	0.1597	0.376	0.923168912675234	1	22	3
C6_sub1	native	XII Diseases of the skin and subcutaneous tissue (L12_)	True	39	22.42	3	0.258	6.52	0.3515	0.3661	0.99800099950025	-1.226	0.889853984194094	0.1242	0.0816	0.1663	0.984	0.1296	0.1275	0.179	0.999921033692084	1	23	3
C6_sub1	native	II Neoplasms from hospital discharges (CD2_)	True	27	15.18	1	0.251	4.56	0.3475	0.3296	0.998500749625187	-1.262	0.896536943282085	0.1054	0.0628	0.1477	0.779	0.1305	0.1016	0.084	0.999957017977871	1	24	3
C6_sub1	native	XV Pregnancy, childbirth and the puerperium (O15_)	True	41	21.26	8	0.253	6.13	0.3104	0.321	1	-1.653	0.950820416066095	0.1111	0.073	0.1488	0.883	0.1117	0.0987	0.535	0.96482404158132	1	25	3
C6_sub1	native	VII Diseases of the eye and adnexa (H7_)	True	50	28.34	3	0.197	6.37	0.2854	0.2885	1	-2.014	0.977996429970568	0.0685	0.0385	0.0984	0.874	0.0935	0.0817	0.134	0.999998208054162	1	26	3
C6_sub1	native	Diabetes endpoints	True	9	4.04	0	0.527	2.6	0.268	0.2533	0.990004997501249	-1.485	0.931253220994659	0.067	0.0234	0.1103	0.565	0.0665	0.0376	0	1	1	27	3
C6_sub1	native	Rheuma endpoints	True	17	10.23	0	0.282	3.61	0.2502	0.2688	1	-1.857	0.968361475032102	0.075	0.0347	0.1151	0.901	0.0814	0.0733	0	1	1	28	3
C6_sub1	native	II Neoplasms, from cancer register (ICD-O-3)	True	33	17.69	0	0.254	5.24	0.1668	0.0732	1	-2.833	0.997691064999894	-0.0203	-0.0524	0.0118	0.288	0.0588	-0.017	0	1	1	29	3
C6_sub1	native	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	True	4	3	0	0.17	1.34	0.138	0.1761	0.996501749125437	-2.16	0.984629628101651	0.0487	-0.0225	0.1194	0.848	0.0553	0.0468	0	1	1	30	3
C6_sub1	native	Miscellaneous, not yet classified endpoints	False	5	4	5	0.469	2.41	0.9205	0.9205	0.000499750124937531	2.092	0.0182252097460352	0.2652	0.2254	0.304	1	0.2857	0.2857	Inf	0.00259442535666943	0.00399800099950025		3
C6_sub1	native	Quantitative endpoints	False	3	3	0	0.443	1.89	0.3414	0.2379	0.83408295852074	-0.691	0.755239523286101	0.0111	-0.0206	0.0427	0.466	0.0446	0.0208	0	1	1		3
noise_re0	native	Cardiometabolic endpoints	True	6	3	6	0.655	2.31	0.9459	0.9459	0.000499750124937531	2.479	0.00659569696668813	0.5183	0.4689	0.5645	1	0.5248	0.5248	Inf	0.000208144667090557	0.00399800099950025	1	3
noise_re0	native	IX Diseases of the circulatory system (I9_)	True	54	22.55	36	0.313	7.75	0.7863	0.7931	0.000499750124937531	2.526	0.00577613659895107	0.3224	0.2882	0.3558	1	0.3547	0.3547	7.312	1.22957441136508e-11	0.00399800099950025	2	3
noise_re0	native	IV Endocrine, nutritional and metabolic diseases (E4_)	True	32	17.03	16	0.269	5.31	0.734	0.7383	0.000499750124937531	1.947	0.0257500292364598	0.2878	0.2475	0.3271	1	0.3128	0.3128	3.254	0.00132278806413245	0.00399800099950025	3	3
noise_re0	native	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	True	93	40.46	35	0.46	19.13	0.6649	0.6674	0.000499750124937531	1.182	0.118590974623048	0.1821	0.1469	0.2169	0.982	0.1812	0.178	2.04	0.00197008289489218	0.00399800099950025	4	3
noise_re0	native	Asthma and related endpoints	True	11	4.06	6	0.736	3.25	0.7265	0.7294	0.00449775112443778	1.432	0.0760784214932825	0.2165	0.1714	0.2607	1	0.2153	0.2153	3.767	0.0307569085539563	0.0239880059970015	5	3
noise_re0	native	X Diseases of the respiratory system (J10_)	True	30	12.92	10	0.473	6.64	0.6146	0.633	0.0184907546226887	0.827	0.204058764860468	0.166	0.1275	0.204	0.996	0.1766	0.1759	1.563	0.177575419981148	0.0845291639894339	6	3
noise_re0	native	Interstitial lung disease endpoints	True	5	4	3	0.416	2.25	0.7395	0.7441	0.0424787606196902	1.232	0.108940959442046	0.2365	0.1726	0.2983	1	0.3318	0.3318	4.658	0.0985271182417951	0.151035593314454	7	3
noise_re0	native	Drug purchase endpoints	True	8	6	3	0.28	2.4	0.6145	0.6348	0.132433783108446	0.72	0.235677908952277	0.2196	0.1747	0.2635	0.992	0.2343	0.2325	1.854	0.31072585352448	0.423788105947027	8	3
noise_re0	native	COPD and related endpoints	True	3	2	1	0.656	1.66	0.6394	0.6458	0.214892553723138	0.648	0.258465703146174	0.1677	0.0975	0.2363	1	0.2131	0.2131	1.536	0.57163525780764	0.624918310075731	9	3
noise_re0	native	Diabetes endpoints	True	9	4.04	4	0.527	2.6	0.5723	0.5964	0.237881059470265	0.463	0.321690847024677	0.3128	0.2635	0.3605	1	0.2464	0.2464	2.485	0.156862955294071	0.624918310075731	10	3
noise_re0	native	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	True	7	5	4	0.457	2.83	0.5712	0.5845	0.253873063468266	0.386	0.349665003439949	0.2071	0.1348	0.2772	1	0.2259	0.2259	4.155	0.065929289701127	0.624918310075731	11	3
noise_re0	native	Neurological endpoints	True	4	4	1	0.127	1.38	0.5394	0.5666	0.382808595702149	0.231	0.408511752113404	0.1681	0.1259	0.2097	1	0.1635	0.1635	1.023	0.677356990855115	0.874991075890626	12	3
noise_re0	native	I Certain infectious and parasitic diseases (AB1_)	True	13	8.15	5	0.316	3.26	0.5176	0.494	0.429285357321339	0.121	0.451849103107323	0.1782	0.1194	0.2358	0.789	0.2008	0.1585	1.941	0.194071215663615	0.915808762285524	13	3
noise_re0	native	Psychiatric endpoints from Katri Räikkönen	True	13	5.31	0	0.679	3.92	0.4986	0.52	0.521739130434783	-0.009	0.503478069892359	0.1116	0.0723	0.1505	1	0.108	0.108	0	1	1	14	3
noise_re0	native	VI Diseases of the nervous system (G6_)	True	34	19.2	7	0.242	5.41	0.4814	0.5007	0.64367816091954	-0.158	0.562741107572431	0.1914	0.1538	0.2284	0.943	0.1595	0.1504	0.788	0.771074487297615	1	15	3
noise_re0	native	XII Diseases of the skin and subcutaneous tissue (L12_)	True	39	22.42	7	0.258	6.52	0.4792	0.5009	0.665667166416792	-0.172	0.568132760411324	0.1535	0.1072	0.1992	0.982	0.1701	0.1671	0.659	0.88357509888111	1	16	3
noise_re0	native	XV Pregnancy, childbirth and the puerperium (O15_)	True	41	21.26	11	0.253	6.13	0.4725	0.4479	0.720139930034983	-0.24	0.594724333858015	0.1281	0.086	0.1697	0.829	0.1907	0.1581	1.132	0.427031050050156	1	17	3
noise_re0	native	Rheuma endpoints	True	17	10.23	4	0.282	3.61	0.458	0.4644	0.722138930534733	-0.312	0.622482463142347	0.1608	0.1126	0.2082	0.878	0.1591	0.1397	0.943	0.634366332102552	1	18	3
noise_re0	native	XIV Diseases of the genitourinary system (N14_)	True	63	30.69	15	0.287	9.52	0.4504	0.4788	0.896551724137931	-0.424	0.664183385381368	0.1316	0.0945	0.1684	0.956	0.1471	0.1406	0.955	0.610778556363216	1	19	3
noise_re0	native	V Mental and behavioural disorders (F5_)	True	52	21.45	2	0.534	11.92	0.4321	0.4484	0.958020989505247	-0.474	0.68240106665285	0.1143	0.0722	0.1559	0.929	0.1191	0.1107	0.114	0.999995359158909	1	20	3
noise_re0	native	Comorbidities of Asthma	True	4	3	1	0.627	2.25	0.4219	0.4606	0.677661169415292	-0.359	0.640319247816229	0.1659	0.099	0.2313	1	0.1573	0.1573	1.023	0.677356990855115	1	21	3
noise_re0	native	XI Diseases of the digestive system (K11_)	True	64	33.9	7	0.199	7.56	0.3636	0.3673	1	-1.317	0.906014369916569	0.0839	0.0525	0.1152	0.79	0.1083	0.0855	0.353	0.998720682945043	1	22	3
noise_re0	native	VIII Diseases of the ear and mastoid process (H8_)	True	23	11.1	0	0.366	4.69	0.3122	0.3123	1	-1.418	0.921945111988152	0.0732	0.0214	0.1245	0.743	0.0987	0.0733	0	1	1	23	3
noise_re0	native	VII Diseases of the eye and adnexa (H7_)	True	50	28.34	2	0.197	6.37	0.3085	0.3293	1	-1.797	0.963852014593436	0.0692	0.0352	0.103	0.877	0.0851	0.0747	0.119	0.999991801762405	1	24	3
noise_re0	native	II Neoplasms, from cancer register (ICD-O-3)	True	33	17.69	0	0.254	5.24	0.2897	0.0949	1	-1.788	0.96313846910052	-0.0545	-0.0904	-0.0186	0.428	0.0755	-0.0323	0	1	1	25	3
noise_re0	native	Gastrointestinal endpoints	True	14	7.41	1	0.5	4.21	0.277	0.309	0.998500749625187	-1.396	0.91861536043668	0.0597	0.0036	0.1154	0.848	0.0859	0.0729	0.232	0.981477766433531	1	26	3
noise_re0	native	II Neoplasms from hospital discharges (CD2_)	True	27	15.18	0	0.251	4.56	0.267	0.2475	1	-1.928	0.973063720587392	0.0502	0.0036	0.0966	0.4	0.0829	0.0331	0	1	1	27	3
noise_re0	native	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	True	4	3	0	0.17	1.34	0.2551	0.3217	0.946526736631684	-1.461	0.928031656036109	0.0832	0.0099	0.1557	1	0.088	0.088	0	1	1	28	3
noise_re0	native	Alcohol related diseases	True	5	3	0	0.739	2.48	0.2415	0.2508	0.976011994002999	-1.267	0.897443170242707	0.0475	-0.0127	0.1073	0.398	0.0549	0.0219	0	1	1	29	3
noise_re0	native	XIX Injury, poisoning and certain other consequences of external causes (ST19_)	True	9	5.08	0	0.574	3.34	0.1996	0.2331	0.999500249875062	-1.698	0.955229563822486	0.04	-0.0217	0.1014	0.574	0.0507	0.0291	0	1	1	30	3
noise_re0	native	Miscellaneous, not yet classified endpoints	False	5	4	1	0.469	2.41	0.7623	0.7641	0.0264867566216892	1.305	0.0959692768049877	0.1377	0.1011	0.1739	1	0.1813	0.1813	0.766	0.75708823383202	0.105947026486757		3
noise_re0	native	Quantitative endpoints	False	3	3	2	0.443	1.89	0.8917	0.6556	0.00449775112443778	1.707	0.0438884954363031	0.1723	0.1303	0.2136	0.793	0.3109	0.2465	6.188	0.151256976910392	0.0239880059970015		3
noise_re1	native	Asthma and related endpoints	True	11	4.06	10	0.736	3.25	0.7859	0.7859	0.000499750124937531	1.808	0.0353212857818395	0.4571	0.4167	0.4957	1	0.4785	0.4785	5.029	0.0757554043006498	0.00533066799933367	1	3
noise_re1	native	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	True	93	40.46	88	0.46	19.13	0.7636	0.7638	0.000499750124937531	1.889	0.029418944598138	0.4533	0.4147	0.4903	0.998	0.5038	0.5029	10.27	1.18720506337712e-11	0.00533066799933367	2	3
noise_re1	native	X Diseases of the respiratory system (J10_)	True	30	12.92	28	0.473	6.64	0.7472	0.7472	0.000499750124937531	1.784	0.0372027612313317	0.4401	0.4028	0.4759	1	0.4772	0.4772	7.268	0.000585812531475629	0.00533066799933367	3	3
noise_re1	native	Interstitial lung disease endpoints	True	5	4	4	0.416	2.25	0.7605	0.7605	0.0169915042478761	1.34	0.0900644347235773	0.578	0.5113	0.6378	1	0.5921	0.5921	1.988	0.464694422225631	0.108745627186407	4	3
noise_re1	native	Psychiatric endpoints from Katri Räikkönen	True	13	5.31	10	0.679	3.92	0.6608	0.6619	0.024487756121939	1.005	0.157424370896455	0.4372	0.3915	0.4808	1	0.4146	0.4146	1.663	0.326558213331447	0.130601365983675	5	3
noise_re1	native	Drug purchase endpoints	True	8	6	7	0.28	2.4	0.6671	0.6525	0.0559720139930035	1.051	0.146612035101603	0.3816	0.3407	0.421	0.93	0.4009	0.3729	3.5	0.197193878052128	0.255872063968016	6	3
noise_re1	native	COPD and related endpoints	True	3	2	3	0.656	1.66	0.7238	0.7238	0.0994502748625687	1.04	0.149053858091316	0.4322	0.3676	0.4926	1	0.4818	0.4818	Inf	0.298569057903563	0.397801099450275	7	3
noise_re1	native	Cardiometabolic endpoints	True	6	3	5	0.655	2.31	0.6155	0.6155	0.146926536731634	0.642	0.260359583512352	0.3263	0.285	0.3663	1	0.3013	0.3013	2.49	0.354538962444889	0.470164917541229	8	3
noise_re1	native	V Mental and behavioural disorders (F5_)	True	52	21.45	43	0.534	11.92	0.545	0.5382	0.144927536231884	0.314	0.376682744392955	0.3717	0.3231	0.4183	0.958	0.3887	0.3725	2.488	0.00711470653237559	0.470164917541229	9	3
noise_re1	native	VI Diseases of the nervous system (G6_)	True	34	19.2	25	0.242	5.41	0.5492	0.549	0.170414792603698	0.418	0.338005332672073	0.3792	0.3411	0.4159	0.985	0.3808	0.375	1.394	0.259807308298075	0.495752123938031	10	3
noise_re1	native	Comorbidities of Asthma	True	4	3	3	0.627	2.25	0.6261	0.6261	0.193403298350825	0.58	0.28088955886202	0.3343	0.2776	0.3888	1	0.3475	0.3475	1.489	0.596374512078472	0.515742128935532	11	3
noise_re1	native	XI Diseases of the digestive system (K11_)	True	64	33.9	46	0.199	7.56	0.5237	0.5265	0.264867566216892	0.229	0.409412487913701	0.3139	0.2808	0.3462	0.985	0.3676	0.3619	1.291	0.229253186311769	0.651981701456964	12	3
noise_re1	native	Neurological endpoints	True	4	4	3	0.127	1.38	0.5416	0.5554	0.379310344827586	0.245	0.403405284417647	0.3668	0.324	0.4081	1	0.287	0.287	1.489	0.596374512078472	0.74597995120087	13	3
noise_re1	native	Alcohol related diseases	True	5	3	4	0.739	2.48	0.5392	0.5392	0.395302348825587	0.192	0.423741792356432	0.3819	0.3181	0.4423	1	0.3543	0.3543	1.988	0.464694422225631	0.74597995120087	14	3
noise_re1	native	XIV Diseases of the genitourinary system (N14_)	True	63	30.69	46	0.287	9.52	0.5105	0.5112	0.396301849075462	0.09	0.464322408233849	0.3363	0.2984	0.3732	1	0.3533	0.3533	1.373	0.174119702461338	0.74597995120087	15	3
noise_re1	native	IV Endocrine, nutritional and metabolic diseases (E4_)	True	32	17.03	21	0.269	5.31	0.5027	0.5035	0.490754622688656	0.023	0.490906694112331	0.298	0.2653	0.3301	1	0.3111	0.3111	0.943	0.641519960198995	0.829900839054157	16	3
noise_re1	native	I Certain infectious and parasitic diseases (AB1_)	True	13	8.15	10	0.316	3.26	0.4968	0.4962	0.492753623188406	-0.022	0.508725795281271	0.3583	0.3001	0.4138	0.98	0.3898	0.382	1.663	0.326558213331447	0.829900839054157	17	3
noise_re1	native	IX Diseases of the circulatory system (I9_)	True	54	22.55	32	0.313	7.75	0.4855	0.4864	0.624687656171914	-0.128	0.55102606295364	0.2592	0.2328	0.2852	1	0.2494	0.2494	0.702	0.914966881440426	0.996073391875491	18	3
noise_re1	native	XIX Injury, poisoning and certain other consequences of external causes (ST19_)	True	9	5.08	6	0.574	3.34	0.4669	0.4669	0.653673163418291	-0.187	0.574145668715009	0.254	0.1996	0.3069	1	0.298	0.298	0.99	0.656070119956455	0.996073391875491	19	3
noise_re1	native	VIII Diseases of the ear and mastoid process (H8_)	True	23	11.1	18	0.366	4.69	0.4457	0.4483	0.812093953023488	-0.41	0.65915051966325	0.2996	0.2546	0.3433	1	0.315	0.315	1.811	0.171099494330442	1	20	3
noise_re1	native	Rheuma endpoints	True	17	10.23	10	0.282	3.61	0.419	0.423	0.88455772113943	-0.602	0.726349508528442	0.2508	0.2103	0.2904	1	0.266	0.266	0.702	0.835512878175852	1	21	3
noise_re1	native	XII Diseases of the skin and subcutaneous tissue (L12_)	True	39	22.42	28	0.258	6.52	0.4163	0.4211	0.96351824087956	-0.691	0.755226011280281	0.2892	0.2474	0.3299	0.999	0.3009	0.3006	1.275	0.315566104137586	1	22	3
noise_re1	native	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	True	7	5	4	0.457	2.83	0.3997	0.4012	0.830084957521239	-0.544	0.706607980299641	0.2464	0.1844	0.3064	1	0.2732	0.2732	0.658	0.830936579904862	1	23	3
noise_re1	native	XV Pregnancy, childbirth and the puerperium (O15_)	True	41	21.26	17	0.253	6.13	0.326	0.3302	0.999500249875062	-1.517	0.93534906214453	0.2047	0.1663	0.2425	0.959	0.2307	0.2214	0.329	0.999840474949435	1	24	3
noise_re1	native	II Neoplasms from hospital discharges (CD2_)	True	27	15.18	14	0.251	4.56	0.3237	0.326	1	-1.459	0.927708074772142	0.2433	0.1956	0.2899	0.964	0.261	0.2516	0.521	0.968378065851785	1	25	3
noise_re1	native	Diabetes endpoints	True	9	4.04	3	0.527	2.6	0.306	0.2775	0.976511744127936	-1.242	0.892926369178863	0.1892	0.1481	0.2296	0.548	0.1453	0.0796	0.243	0.992355056789886	1	26	3
noise_re1	native	Gastrointestinal endpoints	True	14	7.41	4	0.5	4.21	0.2842	0.288	0.997501249375312	-1.351	0.911585945858939	0.185	0.1349	0.2341	1	0.1809	0.1809	0.192	0.999417318079792	1	27	3
noise_re1	native	VII Diseases of the eye and adnexa (H7_)	True	50	28.34	17	0.197	6.37	0.2841	0.2867	1	-2.026	0.978605710482801	0.1476	0.1156	0.1794	0.942	0.1999	0.1884	0.23	0.999999805758996	1	28	3
noise_re1	native	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	True	4	3	0	0.17	1.34	0.1111	0.1021	0.999000499750125	-2.321	0.989853005596143	0.0501	-0.0211	0.1208	0.479	0.0936	0.0448	0	1	1	29	3
noise_re1	native	II Neoplasms, from cancer register (ICD-O-3)	True	33	17.69	0	0.254	5.24	0.0753	0.0636	1	-3.611	0.99984744108266	0.0019	-0.033	0.0368	0.29	0.0625	0.0181	0	1	1	30	3
noise_re1	native	Miscellaneous, not yet classified endpoints	False	5	4	5	0.469	2.41	0.9062	0.9062	0.000999500249875062	2.02	0.0216690215226715	0.4473	0.4033	0.4892	1	0.5248	0.5248	Inf	0.132952110916833	0.0079960019990005		3
noise_re1	native	Quantitative endpoints	False	3	3	2	0.443	1.89	0.5575	0.5754	0.368815592203898	0.251	0.40098751069073	0.1623	0.132	0.1922	0.993	0.1697	0.1686	0.99	0.743853694929908	0.74597995120087		3
noise_re2	native	Psychiatric endpoints from Katri Räikkönen	True	13	5.31	9	0.679	3.92	0.8339	0.8031	0.000499750124937531	2.087	0.0184532595784995	0.3048	0.2495	0.3581	0.89	0.2984	0.2656	9.982	0.000103173341865968	0.0031984007996002	1	3
noise_re2	native	X Diseases of the respiratory system (J10_)	True	30	12.92	19	0.473	6.64	0.8027	0.8057	0.000499750124937531	2.185	0.0144571663014585	0.2301	0.1852	0.274	1	0.2501	0.2501	8.152	7.24741283691413e-08	0.0031984007996002	2	3
noise_re2	native	Asthma and related endpoints	True	11	4.06	7	0.736	3.25	0.7708	0.7784	0.000499750124937531	1.713	0.0433838019352127	0.2176	0.1671	0.2669	1	0.2191	0.2191	7.656	0.00141816423854217	0.0031984007996002	3	3
noise_re2	native	V Mental and behavioural disorders (F5_)	True	52	21.45	29	0.534	11.92	0.744	0.7496	0.000499750124937531	1.705	0.0440945491553103	0.2592	0.2028	0.314	0.996	0.2753	0.2743	6.315	1.12066630217804e-09	0.0031984007996002	4	3
noise_re2	native	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	True	93	40.46	22	0.46	19.13	0.6135	0.6271	0.000499750124937531	0.813	0.207975312205734	0.1737	0.1301	0.2167	0.982	0.1741	0.1709	1.352	0.155754774282263	0.0031984007996002	5	3
noise_re2	native	COPD and related endpoints	True	3	2	3	0.656	1.66	0.8981	0.8981	0.00649675162418791	1.851	0.0320776669109119	0.2943	0.2188	0.3663	1	0.3022	0.3022	Inf	0.00700336873895909	0.0296994359962876	6	3
noise_re2	native	Drug purchase endpoints	True	8	6	3	0.28	2.4	0.7157	0.7074	0.0164917541229385	1.357	0.0874565585370477	0.1953	0.1522	0.2376	0.914	0.1861	0.17	2.55	0.185603042560434	0.0659670164917541	7	3
noise_re2	native	Interstitial lung disease endpoints	True	5	4	3	0.416	2.25	0.7495	0.7549	0.0239880059970015	1.284	0.0996356212931791	0.2615	0.1857	0.3342	1	0.2776	0.2776	6.405	0.0516488554224537	0.0852906879893387	8	3
noise_re2	native	Alcohol related diseases	True	5	3	2	0.739	2.48	0.7195	0.7228	0.0429785107446277	1.076	0.140953940852073	0.3124	0.2333	0.3875	1	0.2807	0.2807	2.823	0.246845785951576	0.137531234382809	9	3
noise_re2	native	Cardiometabolic endpoints	True	6	3	1	0.655	2.31	0.6737	0.6821	0.0739630184907546	0.966	0.167088527500765	0.1803	0.1306	0.229	1	0.1596	0.1596	0.839	0.723731907432223	0.215165144700377	10	3
noise_re2	native	I Certain infectious and parasitic diseases (AB1_)	True	13	8.15	5	0.316	3.26	0.5825	0.6023	0.160419790104948	0.566	0.285699763739569	0.2148	0.1466	0.281	1	0.2248	0.2248	2.68	0.0847004498944533	0.409641333179564	11	3
noise_re2	native	VIII Diseases of the ear and mastoid process (H8_)	True	23	11.1	3	0.366	4.69	0.5398	0.5407	0.263868065967017	0.301	0.381815464927075	0.1685	0.1088	0.2269	0.951	0.1946	0.185	0.622	0.85092259773214	0.603127007924609	12	3
noise_re2	native	Neurological endpoints	True	4	4	0	0.127	1.38	0.5611	0.4456	0.343828085957022	0.359	0.359689228146617	0.0853	0.0347	0.1355	0.429	0.1466	0.0628	0	1	0.733499916708313	13	3
noise_re2	native	IX Diseases of the circulatory system (I9_)	True	54	22.55	4	0.313	7.75	0.5	0.5257	0.531734132933533	0	0.499910860645167	0.1279	0.0942	0.1613	0.971	0.1215	0.118	0.318	0.996689449123713	1	14	3
noise_re2	native	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	True	7	5	2	0.457	2.83	0.4972	0.4934	0.505247376311844	-0.015	0.505956537695589	0.1498	0.0759	0.222	0.887	0.1684	0.1494	1.689	0.4024239589516	1	15	3
noise_re2	native	Diabetes endpoints	True	9	4.04	0	0.527	2.6	0.4732	0.3346	0.600699650174913	-0.171	0.568060536805603	0.0857	0.0326	0.1383	0.103	0.1307	0.0134	0	1	1	16	3
noise_re2	native	XV Pregnancy, childbirth and the puerperium (O15_)	True	41	21.26	9	0.253	6.13	0.4679	0.5006	0.758120939530235	-0.28	0.610261494408541	0.1714	0.1226	0.2194	0.975	0.171	0.1668	1.192	0.387999641337204	1	17	3
noise_re2	native	IV Endocrine, nutritional and metabolic diseases (E4_)	True	32	17.03	3	0.269	5.31	0.4594	0.4706	0.787606196901549	-0.338	0.632368678085911	0.1235	0.0823	0.1642	0.91	0.1334	0.1214	0.423	0.963341636260024	1	18	3
