cluster_label	level	category	eligible	n	n_eff	n_hit	rho_bar	vif	auc_abs	auc_signed	perm_p	vif_z	vif_p	pooled_rg	pooled_rg_ci_lo	pooled_rg_ci_hi	coherence	mean_abs_rg	mean_signed_rg	odds_ratio	fisher_p	q	rank	z_threshold
C5_sub0	native	IX Diseases of the circulatory system (I9_)	True	54	22.55	32	0.313	7.75	0.7264	0.7428	0.000499750124937531	1.997	0.0229193062718634	0.237	0.2121	0.2617	1	0.245	0.245	3.468	1.26411405167064e-05	0.00533066799933367	2	3
C5_sub0	native	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	True	93	40.46	52	0.46	19.13	0.7165	0.7274	0.000499750124937531	1.551	0.0603990132352129	0.2395	0.2088	0.2697	0.976	0.2231	0.2178	3.21	1.93724728029171e-07	0.00533066799933367	3	3
C5_sub0	native	X Diseases of the respiratory system (J10_)	True	30	12.92	17	0.473	6.64	0.6784	0.6963	0.000999500249875062	1.287	0.0989880760529414	0.2009	0.1663	0.235	1	0.2269	0.2269	2.966	0.00331092841491099	0.0079960019990005	4	3
C5_sub0	native	Asthma and related endpoints	True	11	4.06	6	0.736	3.25	0.7178	0.726	0.00699650174912544	1.377	0.0842571145228899	0.2351	0.1947	0.2747	1	0.2328	0.2328	2.638	0.0960943109309274	0.031984007996002	5	3
C5_sub0	native	IV Endocrine, nutritional and metabolic diseases (E4_)	True	32	17.03	17	0.269	5.31	0.6194	0.6547	0.0134932533733133	0.994	0.160105965154789	0.1961	0.1611	0.2306	1	0.2729	0.2729	2.561	0.00805371424042633	0.0539730134932534	6	3
C5_sub0	native	Drug purchase endpoints	True	8	6	5	0.28	2.4	0.7167	0.6832	0.0189905047476262	1.363	0.0864956787122784	0.2715	0.2346	0.3077	0.886	0.2498	0.2213	3.663	0.0702423064348244	0.0675217946582264	7	3
C5_sub0	native	Interstitial lung disease endpoints	True	5	4	3	0.416	2.25	0.7418	0.7533	0.0354822588705647	1.244	0.106740014782639	0.2703	0.2125	0.3262	1	0.3528	0.3528	3.276	0.184114968455567	0.113543228385807	8	3
C5_sub0	native	COPD and related endpoints	True	3	2	3	0.656	1.66	0.7694	0.7711	0.0609695152423788	1.253	0.105182270876399	0.3095	0.2447	0.3716	1	0.3072	0.3072	Inf	0.0312706032702268	0.177365862523284	9	3
C5_sub0	native	XII Diseases of the skin and subcutaneous tissue (L12_)	True	39	22.42	15	0.258	6.52	0.5613	0.5621	0.100449775112444	0.506	0.306502271318372	0.1668	0.1291	0.2041	0.913	0.211	0.1925	1.376	0.218418205342273	0.267866066966517	10	3
C5_sub0	native	Diabetes endpoints	True	9	4.04	3	0.527	2.6	0.5278	0.455	0.382308845577211	0.178	0.429418009687639	0.2312	0.1859	0.2756	0.672	0.2275	0.1529	1.084	0.579831489284572	0.941067927574674	11	3
C5_sub0	native	Rheuma endpoints	True	17	10.23	5	0.282	3.61	0.5035	0.5234	0.494752623688156	0.026	0.489552743275093	0.1936	0.1541	0.2324	0.829	0.1688	0.14	0.9	0.666956252674758	1	12	3
C5_sub0	native	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	True	7	5	1	0.457	2.83	0.4772	0.5215	0.582708645677161	-0.123	0.549117786242022	0.1555	0.0903	0.2195	1	0.1919	0.1919	0.358	0.930764290337769	1	13	3
C5_sub0	native	VI Diseases of the nervous system (G6_)	True	34	19.2	9	0.242	5.41	0.4752	0.4836	0.657171414292854	-0.211	0.583472524879621	0.1728	0.138	0.2071	0.824	0.1668	0.1375	0.771	0.799167496881081	1	14	3
C5_sub0	native	I Certain infectious and parasitic diseases (AB1_)	True	13	8.15	4	0.316	3.26	0.4473	0.491	0.732633683158421	-0.362	0.641176651443635	0.1427	0.0893	0.1952	0.896	0.2173	0.1948	0.962	0.629304496041863	1	15	3
C5_sub0	native	XI Diseases of the digestive system (K11_)	True	64	33.9	17	0.199	7.56	0.4356	0.3819	0.958520739630185	-0.622	0.732997561745521	0.0683	0.042	0.0944	0.532	0.1371	0.0729	0.767	0.85201821912439	1	16	3
C5_sub0	native	XV Pregnancy, childbirth and the puerperium (O15_)	True	41	21.26	14	0.253	6.13	0.4323	0.4642	0.921539230384808	-0.59	0.722405129781393	0.1382	0.1045	0.1716	0.843	0.1522	0.1282	1.13	0.418039517799742	1	17	3
C5_sub0	native	XIV Diseases of the genitourinary system (N14_)	True	63	30.69	14	0.287	9.52	0.4211	0.4341	0.980009995002499	-0.673	0.749656283105694	0.1001	0.0683	0.1316	0.757	0.1445	0.1095	0.596	0.96795949453352	1	18	3
C5_sub0	native	VIII Diseases of the ear and mastoid process (H8_)	True	23	11.1	5	0.366	4.69	0.4104	0.4549	0.932533733133433	-0.676	0.750605369301431	0.1182	0.0747	0.1612	0.881	0.1368	0.1205	0.593	0.899781599535783	1	19	3
C5_sub0	native	Psychiatric endpoints from Katri Räikkönen	True	13	5.31	0	0.679	3.92	0.4072	0.3776	0.866566716641679	-0.58	0.718964975621952	0.048	0.0145	0.0815	0.509	0.0906	0.0462	0	1	1	20	3
C5_sub0	native	Comorbidities of Asthma	True	4	3	1	0.627	2.25	0.3982	0.491	0.756621689155422	-0.468	0.680209249141832	0.1314	0.0708	0.191	1	0.1826	0.1826	0.721	0.781787371887802	1	21	3
C5_sub0	native	Neurological endpoints	True	4	4	1	0.127	1.38	0.3512	0.4014	0.855072463768116	-0.875	0.809134215778835	0.108	0.0683	0.1473	0.781	0.1329	0.1037	0.721	0.781787371887802	1	22	3
C5_sub0	native	V Mental and behavioural disorders (F5_)	True	52	21.45	1	0.534	11.92	0.3482	0.2997	1	-1.06	0.855538464685499	0.0328	-0.0024	0.068	0.348	0.0955	0.0333	0.039	0.999999998832625	1	23	3
C5_sub0	native	Gastrointestinal endpoints	True	14	7.41	2	0.5	4.21	0.331	0.3469	0.989005497251374	-1.058	0.854912248154873	0.0438	-6e-04	0.0881	0.689	0.0936	0.0645	0.356	0.964504364169587	1	24	3
C5_sub0	native	II Neoplasms from hospital discharges (CD2_)	True	27	15.18	3	0.251	4.56	0.3254	0.3403	1	-1.444	0.925683798393513	0.0682	0.0287	0.1074	0.535	0.1044	0.0559	0.262	0.997251279213885	1	25	3
C5_sub0	native	Alcohol related diseases	True	5	3	0	0.739	2.48	0.3087	0.3641	0.923538230884558	-0.938	0.825817848165439	0.0628	0.01	0.1152	0.814	0.0738	0.0601	0	1	1	26	3
C5_sub0	native	II Neoplasms, from cancer register (ICD-O-3)	True	33	17.69	3	0.254	5.24	0.3066	0.2311	1	-1.644	0.94995730377425	-0.0271	-0.0563	0.0021	0.26	0.0791	0.0205	0.207	0.999622883855239	1	27	3
C5_sub0	native	XIX Injury, poisoning and certain other consequences of external causes (ST19_)	True	9	5.08	0	0.574	3.34	0.2731	0.2401	0.988005997001499	-1.283	0.900197005074383	0.0159	-0.0384	0.0701	0.071	0.0748	-0.0053	0	1	1	28	3
C5_sub0	native	VII Diseases of the eye and adnexa (H7_)	True	50	28.34	0	0.197	6.37	0.2408	0.2299	1	-2.432	0.992497308921667	0.009	-0.0181	0.0361	0.1	0.062	0.0062	0	1	1	29	3
C5_sub0	native	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	True	4	3	0	0.17	1.34	0.0989	0.1889	0.999000499750125	-2.393	0.991654722997715	-0.0092	-0.0733	0.0549	0.496	0.0347	-0.0172	0	1	1	30	3
C5_sub0	native	Miscellaneous, not yet classified endpoints	False	5	4	4	0.469	2.41	0.8818	0.8823	0.00149925037481259	1.899	0.0287650100231563	0.2476	0.2156	0.279	1	0.2498	0.2498	8.787	0.0367420961056077	0.0079960019990005		3
C5_sub0	native	Quantitative endpoints	False	3	3	2	0.443	1.89	0.9314	0.9314	0.00149925037481259	1.88	0.0300533421320404	0.2473	0.1965	0.2968	1	0.583	0.583	4.358	0.236054919808175	0.0079960019990005		3
C5_sub1	native	Cardiometabolic endpoints	True	6	3	6	0.655	2.31	0.9281	0.9281	0.000499750124937531	2.38	0.00865994401515816	0.5231	0.4634	0.578	1	0.5922	0.5922	Inf	0.00245969493690659	0.0031984007996002	1	3
C5_sub1	native	IX Diseases of the circulatory system (I9_)	True	54	22.55	38	0.313	7.75	0.738	0.7434	0.000499750124937531	2.099	0.0178991278391839	0.286	0.2487	0.3224	1	0.408	0.408	4.514	2.46121893521061e-07	0.0031984007996002	2	3
C5_sub1	native	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	True	93	40.46	55	0.46	19.13	0.6856	0.6883	0.000499750124937531	1.33	0.0916952246109496	0.2374	0.2049	0.2694	0.992	0.2326	0.2309	2.815	3.02009836374092e-06	0.0031984007996002	3	3
C5_sub1	native	IV Endocrine, nutritional and metabolic diseases (E4_)	True	32	17.03	20	0.269	5.31	0.679	0.6846	0.000499750124937531	1.49	0.0681124415417409	0.2768	0.2368	0.3159	1	0.3773	0.3773	2.981	0.00243327068711065	0.0031984007996002	4	3
C5_sub1	native	X Diseases of the respiratory system (J10_)	True	30	12.92	17	0.473	6.64	0.6385	0.6452	0.00549725137431284	1	0.158752152914892	0.2004	0.1652	0.235	0.996	0.2144	0.2136	2.309	0.0198367550029464	0.0293186739963352	5	3
C5_sub1	native	Asthma and related endpoints	True	11	4.06	6	0.736	3.25	0.6837	0.6858	0.0144927536231884	1.162	0.122697722153416	0.2297	0.1902	0.2684	1	0.2227	0.2227	2.07	0.18198297727274	0.0599700149925037	6	3
C5_sub1	native	Interstitial lung disease endpoints	True	5	4	4	0.416	2.25	0.74	0.7451	0.0379810094952524	1.235	0.108449063225963	0.3076	0.2474	0.3655	1	0.3649	0.3649	6.909	0.0649877293856372	0.135043589316453	7	3
C5_sub1	native	COPD and related endpoints	True	3	2	2	0.656	1.66	0.763	0.7643	0.0704647676161919	1.223	0.110695991464226	0.3	0.2359	0.3614	1	0.3224	0.3224	3.431	0.308359330993544	0.225487256371814	8	3
C5_sub1	native	Drug purchase endpoints	True	8	6	4	0.28	2.4	0.6129	0.6236	0.138430784607696	0.71	0.238802901547034	0.2781	0.2361	0.3189	0.979	0.2768	0.271	1.717	0.335540617097742	0.402707737040571	9	3
C5_sub1	native	Psychiatric endpoints from Katri Räikkönen	True	13	5.31	5	0.679	3.92	0.5745	0.5712	0.171414292853573	0.466	0.320676330918172	0.1879	0.1488	0.2264	0.935	0.1735	0.1622	1.068	0.55941224743785	0.457104780942862	10	3
C5_sub1	native	Neurological endpoints	True	4	4	1	0.127	1.38	0.5493	0.572	0.369315342328836	0.29	0.386027088488948	0.2303	0.1893	0.2706	1	0.1856	0.1856	0.567	0.842605361169669	0.743628185907047	11	3
C5_sub1	native	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	True	7	5	4	0.457	2.83	0.5432	0.5533	0.341329335332334	0.234	0.4075216166454	0.2385	0.169	0.3056	1	0.2503	0.2503	2.294	0.232177520026464	0.743628185907047	12	3
C5_sub1	native	I Certain infectious and parasitic diseases (AB1_)	True	13	8.15	6	0.316	3.26	0.5274	0.5135	0.361819090454773	0.188	0.425446053371018	0.2401	0.1837	0.295	0.882	0.2395	0.2112	1.473	0.336186952517379	0.743628185907047	13	3
C5_sub1	native	VI Diseases of the nervous system (G6_)	True	34	19.2	14	0.242	5.41	0.5175	0.5156	0.371814092953523	0.148	0.441060498786184	0.2284	0.1935	0.2627	0.931	0.2029	0.1889	1.205	0.361857308660873	0.743628185907047	14	3
C5_sub1	native	V Mental and behavioural disorders (F5_)	True	52	21.45	15	0.534	11.92	0.5034	0.4891	0.467766116941529	0.024	0.490420526647137	0.1685	0.1275	0.2089	0.888	0.1801	0.1599	0.675	0.921338030817383	0.880500926007585	15	3
C5_sub1	native	Alcohol related diseases	True	5	3	2	0.739	2.48	0.5062	0.5172	0.505247376311844	0.03	0.487965960809658	0.1859	0.1265	0.244	1	0.1722	0.1722	1.139	0.608830993636782	0.898217557887723	16	3
C5_sub1	native	XV Pregnancy, childbirth and the puerperium (O15_)	True	41	21.26	14	0.253	6.13	0.4879	0.4699	0.596701649175412	-0.105	0.541982223291454	0.1719	0.1329	0.2103	0.86	0.2158	0.1857	0.879	0.704440823183245	1	17	3
C5_sub1	native	Diabetes endpoints	True	9	4.04	3	0.527	2.6	0.4523	0.4265	0.691154422788606	-0.305	0.619926977568082	0.2724	0.2217	0.3216	0.806	0.2139	0.1725	0.852	0.707687999545638	1	18	3
C5_sub1	native	XI Diseases of the digestive system (K11_)	True	64	33.9	18	0.199	7.56	0.4347	0.4209	0.958020989505247	-0.631	0.735878351112556	0.1212	0.0916	0.1507	0.846	0.161	0.1362	0.646	0.953732073980465	1	19	3
C5_sub1	native	Rheuma endpoints	True	17	10.23	4	0.282	3.61	0.4338	0.4354	0.819590204897551	-0.492	0.68861336344924	0.1622	0.1182	0.2056	0.906	0.1617	0.1466	0.519	0.925640266626798	1	20	3
C5_sub1	native	XIV Diseases of the genitourinary system (N14_)	True	63	30.69	20	0.287	9.52	0.4292	0.4412	0.969515242378811	-0.605	0.727372270306032	0.1465	0.1118	0.1809	0.925	0.1602	0.1482	0.779	0.848002371787365	1	21	3
C5_sub1	native	XII Diseases of the skin and subcutaneous tissue (L12_)	True	39	22.42	11	0.258	6.52	0.4215	0.43	0.95552223888056	-0.648	0.741570030461264	0.1474	0.1055	0.1888	0.952	0.1708	0.1626	0.658	0.910388763184353	1	22	3
C5_sub1	native	Comorbidities of Asthma	True	4	3	1	0.627	2.25	0.3963	0.4296	0.750624687656172	-0.477	0.683361505529107	0.1762	0.1163	0.2348	1	0.154	0.154	0.567	0.842605361169669	1	23	3
C5_sub1	native	XIX Injury, poisoning and certain other consequences of external causes (ST19_)	True	9	5.08	1	0.574	3.34	0.3359	0.3655	0.966516741629185	-0.927	0.823143249453995	0.1115	0.0526	0.1697	0.981	0.1161	0.1139	0.211	0.984659432010102	1	24	3
C5_sub1	native	VIII Diseases of the ear and mastoid process (H8_)	True	23	11.1	2	0.366	4.69	0.3084	0.3252	0.99800099950025	-1.447	0.926011190050296	0.1062	0.059	0.1529	0.91	0.1121	0.102	0.157	0.999691788152856	1	25	3
C5_sub1	native	Gastrointestinal endpoints	True	14	7.41	1	0.5	4.21	0.2953	0.3284	0.997501249375312	-1.282	0.900004620878619	0.0888	0.0361	0.141	0.955	0.1096	0.1047	0.128	0.998533244249346	1	26	3
C5_sub1	native	VII Diseases of the eye and adnexa (H7_)	True	50	28.34	3	0.197	6.37	0.2662	0.2933	1	-2.194	0.985883324594616	0.0791	0.0471	0.1108	0.884	0.0895	0.079	0.1	0.999999979775512	1	27	3
C5_sub1	native	II Neoplasms from hospital discharges (CD2_)	True	27	15.18	1	0.251	4.56	0.2356	0.2461	1	-2.187	0.985642866498634	0.0706	0.0263	0.1147	0.669	0.0869	0.0581	0.062	0.999997010018997	1	28	3
C5_sub1	native	II Neoplasms, from cancer register (ICD-O-3)	True	33	17.69	1	0.254	5.24	0.1815	0.1183	1	-2.708	0.996617403100402	-0.0234	-0.0571	0.0105	0.038	0.0598	-0.0023	0.05	0.999999836405443	1	29	3
C5_sub1	native	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	True	4	3	0	0.17	1.34	0.1626	0.2343	0.992003998000999	-2.013	0.977959974544403	0.0593	-0.0095	0.1276	0.922	0.071	0.0654	0	1	1	30	3
C5_sub1	native	Miscellaneous, not yet classified endpoints	False	5	4	5	0.469	2.41	0.9013	0.9013	0.000499750124937531	1.996	0.0229559535626227	0.2824	0.2476	0.3164	1	0.3066	0.3066	Inf	0.00673179666942855	0.0031984007996002		3
C5_sub1	native	Quantitative endpoints	False	3	3	2	0.443	1.89	0.8491	0.6304	0.0149925037481259	1.521	0.0640708760169598	0.1334	0.0956	0.1708	0.711	0.2452	0.1742	3.431	0.308359330993544	0.0599700149925037		3
C6_sub0	native	Asthma and related endpoints	True	11	4.06	11	0.736	3.25	0.8117	0.8117	0.000499750124937531	1.971	0.0243524695334031	0.5643	0.5169	0.6082	1	0.5616	0.5616	Inf	0.00750884485462794	0.00533066799933367	1	3
C6_sub0	native	X Diseases of the respiratory system (J10_)	True	30	12.92	29	0.473	6.64	0.7547	0.755	0.000499750124937531	1.839	0.0329869825700736	0.438	0.3998	0.4747	1	0.4748	0.4748	16.998	2.42881530737361e-05	0.00533066799933367	2	3
C6_sub0	native	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	True	93	40.46	84	0.46	19.13	0.7217	0.7235	0.000499750124937531	1.589	0.05602212292269	0.3861	0.3536	0.4176	0.999	0.4092	0.4088	6.008	1.47144752830502e-09	0.00533066799933367	3	3
C6_sub0	native	Psychiatric endpoints from Katri Räikkönen	True	13	5.31	10	0.679	3.92	0.6946	0.6971	0.00599700149925037	1.216	0.111952799069351	0.4271	0.3861	0.4665	1	0.4055	0.4055	1.865	0.25957536825623	0.0383808095952024	4	3
C6_sub0	native	Cardiometabolic endpoints	True	6	3	6	0.655	2.31	0.755	0.755	0.0124937531234383	1.418	0.0781422218351912	0.4124	0.3734	0.4499	1	0.3895	0.3895	Inf	0.0701296184157355	0.0666333499916708	5	3
C6_sub0	native	Interstitial lung disease endpoints	True	5	4	4	0.416	2.25	0.7672	0.7685	0.0209895052473763	1.375	0.084618615681473	0.5324	0.4727	0.5872	1	0.5562	0.5562	2.228	0.415116948480976	0.095952023988006	6	3
C6_sub0	native	IX Diseases of the circulatory system (I9_)	True	54	22.55	38	0.313	7.75	0.5753	0.5788	0.0289855072463768	0.665	0.253182529709523	0.29	0.2651	0.3145	1	0.2893	0.2893	1.343	0.209462713244056	0.115942028985507	7	3
C6_sub0	native	COPD and related endpoints	True	3	2	3	0.656	1.66	0.8005	0.8005	0.0359820089955023	1.397	0.0811702991492104	0.4943	0.4328	0.5513	1	0.5136	0.5136	Inf	0.265669940280087	0.127936031984008	8	3
C6_sub0	native	Drug purchase endpoints	True	8	6	6	0.28	2.4	0.68	0.6591	0.0409795102448776	1.132	0.128816183877134	0.4081	0.3702	0.4447	0.92	0.3926	0.361	1.671	0.411202409743166	0.131134432783608	9	3
C6_sub0	native	V Mental and behavioural disorders (F5_)	True	52	21.45	41	0.534	11.92	0.5659	0.5698	0.0494752623688156	0.46	0.32271328665884	0.3624	0.319	0.4043	0.982	0.3701	0.3634	2.161	0.0149596123164809	0.143928035982009	10	3
C6_sub0	native	IV Endocrine, nutritional and metabolic diseases (E4_)	True	32	17.03	24	0.269	5.31	0.5811	0.5823	0.055472263868066	0.675	0.249874319825894	0.3437	0.3115	0.3751	1	0.3505	0.3505	1.696	0.135149353940408	0.147926036981509	11	3
C6_sub0	native	Comorbidities of Asthma	True	4	3	4	0.627	2.25	0.7308	0.7308	0.0634682658670665	1.062	0.144177259358204	0.4493	0.3821	0.5117	1	0.4737	0.4737	Inf	0.170545153479033	0.156229577518933	12	3
C6_sub0	native	Alcohol related diseases	True	5	3	5	0.739	2.48	0.5895	0.5895	0.24287856071964	0.439	0.330434418063304	0.3562	0.3005	0.4095	1	0.3469	0.3469	Inf	0.109402204728547	0.518140929535232	13	3
C6_sub0	native	I Certain infectious and parasitic diseases (AB1_)	True	13	8.15	10	0.316	3.26	0.5413	0.5347	0.299850074962519	0.283	0.388590038635331	0.3824	0.3298	0.4326	0.931	0.3836	0.3572	1.865	0.25957536825623	0.564423670517682	14	3
C6_sub0	native	VI Diseases of the nervous system (G6_)	True	34	19.2	22	0.242	5.41	0.5271	0.5283	0.287856071964018	0.23	0.409019348068728	0.3373	0.3021	0.3716	0.972	0.3359	0.3264	1.017	0.560383126203401	0.564423670517682	15	3
C6_sub0	native	Neurological endpoints	True	4	4	2	0.127	1.38	0.517	0.5195	0.455772113943029	0.1	0.460291980577467	0.3047	0.2634	0.3448	0.921	0.2649	0.244	0.553	0.867622616995308	0.810261535898717	16	3
C6_sub0	native	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	True	7	5	6	0.457	2.83	0.493	0.4934	0.513743128435782	-0.038	0.515086858357599	0.2902	0.2331	0.3452	1	0.3102	0.3102	3.355	0.221371927707694	0.865251584733949	17	3
C6_sub0	native	XI Diseases of the digestive system (K11_)	True	64	33.9	41	0.199	7.56	0.4736	0.4802	0.749125437281359	-0.255	0.600475082895037	0.246	0.2179	0.2738	0.966	0.2861	0.2764	0.987	0.576658105533771	1	18	3
C6_sub0	native	XII Diseases of the skin and subcutaneous tissue (L12_)	True	39	22.42	28	0.258	6.52	0.454	0.4526	0.822088955522239	-0.38	0.647862025895168	0.2884	0.2479	0.3278	0.97	0.3087	0.2995	1.435	0.205717296514947	1	19	3
C6_sub0	native	Rheuma endpoints	True	17	10.23	10	0.282	3.61	0.4188	0.4285	0.884057971014493	-0.604	0.726917768040736	0.2377	0.1995	0.2752	0.982	0.2421	0.2378	0.788	0.771807110981769	1	20	3
C6_sub0	native	XIV Diseases of the genitourinary system (N14_)	True	63	30.69	31	0.287	9.52	0.4181	0.4293	0.985507246376812	-0.7	0.757940017476258	0.242	0.2087	0.2748	0.995	0.254	0.2528	0.507	0.996545211296605	1	21	3
C6_sub0	native	XIX Injury, poisoning and certain other consequences of external causes (ST19_)	True	9	5.08	6	0.574	3.34	0.3877	0.3925	0.876061969015492	-0.634	0.737109264449387	0.2058	0.1546	0.256	1	0.2266	0.2266	1.11	0.592319094447967	1	22	3
C6_sub0	native	VIII Diseases of the ear and mastoid process (H8_)	True	23	11.1	15	0.366	4.69	0.3771	0.3833	0.981509245377311	-0.928	0.823295714034858	0.2341	0.1908	0.2764	0.983	0.2471	0.2429	1.041	0.559726593351105	1	23	3
C6_sub0	native	XV Pregnancy, childbirth and the puerperium (O15_)	True	41	21.26	22	0.253	6.13	0.3526	0.3641	0.999500249875062	-1.285	0.900579411240696	0.2048	0.1696	0.2396	0.942	0.224	0.2109	0.626	0.946854367738617	1	24	3
C6_sub0	native	Diabetes endpoints	True	9	4.04	3	0.527	2.6	0.3346	0.3723	0.95352323838081	-1.059	0.85517399183137	0.2852	0.2448	0.3246	0.962	0.1727	0.1661	0.273	0.987874220080567	1	25	3
C6_sub0	native	Gastrointestinal endpoints	True	14	7.41	4	0.5	4.21	0.3043	0.3168	0.991504247876062	-1.225	0.889664860559349	0.1809	0.132	0.2289	1	0.1846	0.1846	0.216	0.99879213135127	1	26	3
C6_sub0	native	VII Diseases of the eye and adnexa (H7_)	True	50	28.34	15	0.197	6.37	0.2678	0.282	1	-2.179	0.985332840529892	0.1325	0.1037	0.1612	0.935	0.1674	0.1565	0.214	0.99999992877221	1	27	3
C6_sub0	native	II Neoplasms from hospital discharges (CD2_)	True	27	15.18	7	0.251	4.56	0.2352	0.2207	1	-2.191	0.98577502540738	0.1248	0.0825	0.1667	0.701	0.1719	0.1205	0.183	0.999993187811007	1	28	3
C6_sub0	native	II Neoplasms, from cancer register (ICD-O-3)	True	33	17.69	1	0.254	5.24	0.1537	0.0596	1	-2.944	0.998379423129535	-0.0553	-0.0871	-0.0233	0.273	0.0947	-0.0259	0.015	1	1	29	3
C6_sub0	native	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	True	4	3	0	0.17	1.34	0.0759	0.1031	1	-2.531	0.994312902278427	0.0265	-0.0374	0.0902	0.378	0.0626	0.0237	0	1	1	30	3
C6_sub0	native	Miscellaneous, not yet classified endpoints	False	5	4	5	0.469	2.41	0.9067	0.9067	0.000999500249875062	2.023	0.0215371716437844	0.4507	0.4118	0.488	1	0.4731	0.4731	Inf	0.109402204728547	0.0079960019990005		3
C6_sub0	native	Quantitative endpoints	False	3	3	2	0.443	1.89	0.6735	0.6402	0.166916541729135	0.756	0.224797298085737	0.2042	0.1721	0.2359	0.911	0.2558	0.2331	1.109	0.709333458839279	0.38152352395231		3
C6_sub1	native	Psychiatric endpoints from Katri Räikkönen	True	13	5.31	11	0.679	3.92	0.8503	0.851	0.000499750124937531	2.19	0.0142784983683876	0.4461	0.3991	0.4908	1	0.4244	0.4244	13.041	7.68857397006466e-05	0.00399800099950025	1	3
C6_sub1	native	V Mental and behavioural disorders (F5_)	True	52	21.45	38	0.534	11.92	0.7609	0.765	0.000499750124937531	1.823	0.0341314184496703	0.3886	0.3383	0.4366	0.998	0.3921	0.3913	7.135	7.37297568040683e-11	0.00399800099950025	2	3
C6_sub1	native	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	True	93	40.46	44	0.46	19.13	0.678	0.6751	0.000499750124937531	1.275	0.101068142178328	0.2029	0.1685	0.2368	0.977	0.2289	0.2237	2.272	0.000224581289941859	0.00399800099950025	3	3
C6_sub1	native	X Diseases of the respiratory system (J10_)	True	30	12.92	16	0.473	6.64	0.6551	0.6566	0.00499750124937531	1.119	0.131550291811737	0.2263	0.187	0.2648	1	0.223	0.223	2.709	0.00676615601462577	0.031984007996002	4	3
C6_sub1	native	XI Diseases of the digestive system (K11_)	True	64	33.9	26	0.199	7.56	0.5825	0.5896	0.0139930034982509	0.796	0.213031912162326	0.1893	0.1595	0.2186	0.998	0.2145	0.214	1.621	0.0487635301041614	0.0746293519906713	5	3
C6_sub1	native	Alcohol related diseases	True	5	3	4	0.739	2.48	0.7677	0.7677	0.0224887556221889	1.312	0.0946975618132982	0.3431	0.2837	0.3999	1	0.3277	0.3277	9.22	0.0325512435639753	0.102805739987149	6	3
C6_sub1	native	Asthma and related endpoints	True	11	4.06	5	0.736	3.25	0.6178	0.6224	0.0934532733633183	0.745	0.228153048538722	0.224	0.1766	0.2704	1	0.208	0.208	1.911	0.221722676746324	0.373813093453273	7	3
C6_sub1	native	Interstitial lung disease endpoints	True	5	4	4	0.416	2.25	0.6477	0.6628	0.142428785607196	0.76	0.223660708135839	0.3065	0.2355	0.3743	0.991	0.2782	0.2758	9.22	0.0325512435639753	0.487756121939031	8	3
C6_sub1	native	XIV Diseases of the genitourinary system (N14_)	True	63	30.69	19	0.287	9.52	0.5411	0.5468	0.152423788105947	0.351	0.362910247407953	0.1947	0.1581	0.2307	0.993	0.199	0.1976	0.979	0.579970491128185	0.487756121939031	9	3
C6_sub1	native	Drug purchase endpoints	True	8	6	3	0.28	2.4	0.5569	0.5661	0.280359820089955	0.358	0.36012894298191	0.194	0.1524	0.235	0.974	0.169	0.1646	1.367	0.462998076162594	0.747626186906547	10	3
C6_sub1	native	IV Endocrine, nutritional and metabolic diseases (E4_)	True	32	17.03	10	0.269	5.31	0.5288	0.5444	0.27536231884058	0.24	0.4051482104222	0.1877	0.1534	0.2215	0.999	0.1752	0.1749	1.034	0.534776450207081	0.747626186906547	11	3
C6_sub1	native	COPD and related endpoints	True	3	2	1	0.656	1.66	0.5763	0.5763	0.337331334332834	0.355	0.361384356107459	0.2348	0.1578	0.3089	1	0.2323	0.2323	1.136	0.665922097662551	0.792137264700983	12	3
C6_sub1	native	Neurological endpoints	True	4	4	2	0.127	1.38	0.5515	0.5586	0.36431784107946	0.303	0.380999544763707	0.1919	0.1459	0.2371	0.96	0.1701	0.1633	2.282	0.358331190139581	0.792137264700983	13	3
C6_sub1	native	Cardiometabolic endpoints	True	6	3	1	0.655	2.31	0.5398	0.5458	0.371314342828586	0.221	0.412462498037032	0.1426	0.104	0.1808	1	0.1263	0.1263	0.452	0.888958409970328	0.792137264700983	14	3
C6_sub1	native	Comorbidities of Asthma	True	4	3	1	0.627	2.25	0.5378	0.5384	0.397801099450275	0.174	0.431024775422345	0.1599	0.0963	0.2222	1	0.1641	0.1641	0.756	0.768452400170208	0.79560219890055	15	3
C6_sub1	native	I Certain infectious and parasitic diseases (AB1_)	True	13	8.15	6	0.316	3.26	0.5147	0.5024	0.432283858070965	0.101	0.459708719590739	0.239	0.1754	0.3006	0.919	0.2328	0.2139	1.971	0.1756004483051	0.813710791662992	16	3
