cluster_label	level	category	eligible	n	n_eff	n_hit	rho_bar	vif	auc_abs	auc_signed	perm_p	vif_z	vif_p	pooled_rg	pooled_rg_ci_lo	pooled_rg_ci_hi	coherence	mean_abs_rg	mean_signed_rg	odds_ratio	fisher_p	q	rank
noise_re3	domain	Dermatologic	True	22	12.27	9	0.34	4.83	0.4367	0.4418	0.828585707146427	-0.459	0.676978533636364	0.1723	0.1314	0.2126	0.934	0.2026	0.1892	0.671	0.869945920378837	1	12
noise_re3	domain	Digestive	True	60	30.3	27	0.236	7.91	0.4061	0.4277	0.993503248375812	-0.849	0.802194798407222	0.1463	0.1182	0.1741	0.922	0.1821	0.168	0.786	0.846048203298886	1	13
noise_re3	domain	Immune-blood	True	9	6	2	0.472	3.36	0.4044	0.4279	0.833083458270865	-0.538	0.704574014698336	0.1547	0.109	0.1997	1	0.1686	0.1686	0.276	0.98227017497465	1	14
noise_re3	domain	Otologic	True	16	8.31	6	0.373	3.72	0.3687	0.386	0.95952023988006	-0.929	0.823635649079149	0.1414	0.0992	0.1831	0.897	0.1745	0.1565	0.582	0.903881059852238	1	15
noise_re3	domain	Injury	True	9	5.08	4	0.574	3.34	0.3678	0.3764	0.913543228385807	-0.746	0.772050834537381	0.1225	0.0706	0.1737	0.915	0.1677	0.1535	0.784	0.755829360603054	1	16
noise_re3	domain	Neoplasms	True	35	17.85	4	0.248	5.19	0.2899	0.1556	1	-1.834	0.966675078187858	-0.0367	-0.0659	-0.0074	0.029	0.1264	0.0037	0.115	0.999999921084011	1	17
noise_re3	domain	Ophthalmic	True	36	19.85	1	0.203	4.82	0.1684	0.1524	1	-3.041	0.998822170262311	0.0061	-0.0228	0.0349	0.166	0.0817	0.0136	0.025	0.999999999996499	1	18
noise_re3	domain	Unclassified	False	5	4	5	0.469	2.41	0.9137	0.9137	0.000999500249875062	2.055	0.0199173892843032	0.4288	0.3874	0.4685	1	0.4288	0.4288	Inf	0.0320338325698004	0.00666333499916708	
noise_re3	domain	Quantitative	False	3	3	2	0.443	1.89	0.7769	0.6589	0.0594702648675662	1.206	0.113971660677607	0.1755	0.1401	0.2104	0.802	0.2616	0.2098	1.974	0.506208490141923	0.198234216225221	
noise_re4	domain	Respiratory	True	51	20.07	40	0.484	10.24	0.8601	0.861	0.000499750124937531	2.662	0.00388238407371719	0.3765	0.3243	0.4264	1	0.4159	0.4159	10.857	5.27392699643168e-14	0.00333166749958354	1
noise_re4	domain	Psychiatric	True	51	17.22	31	0.629	11.2	0.7069	0.7126	0.000499750124937531	1.463	0.0717994974353628	0.2976	0.241	0.3522	1	0.2971	0.2971	4.252	1.26563205340632e-06	0.00333166749958354	2
noise_re4	domain	Musculoskeletal	True	93	36.97	39	0.458	17.48	0.6147	0.6247	0.000499750124937531	0.842	0.199814386950034	0.2058	0.161	0.2498	1	0.2161	0.2161	1.919	0.00396522644549623	0.00333166749958354	3
noise_re4	domain	Infectious	True	5	4	3	0.495	2.48	0.702	0.705	0.0544727636181909	0.988	0.161599208701936	0.275	0.1927	0.3535	1	0.2756	0.2756	3.614	0.156772809823118	0.20656338497418	4
noise_re4	domain	Neurological	True	31	17.47	15	0.261	5.29	0.5806	0.5725	0.0619690154922539	0.658	0.255382681242824	0.2272	0.1826	0.2709	0.91	0.2119	0.1928	2.344	0.0183432071675044	0.20656338497418	5
noise_re4	domain	Alcohol-substance	True	4	2	2	0.756	1.76	0.6718	0.6722	0.120439780109945	0.895	0.185508658181693	0.2534	0.1754	0.3282	1	0.2545	0.2545	2.395	0.340853435052783	0.344113657456986	6
noise_re4	domain	Medication-use	True	7	5	3	0.378	2.51	0.6118	0.6285	0.158920539730135	0.642	0.26040373686871	0.2326	0.1794	0.2845	0.984	0.2069	0.2035	1.798	0.343149320980974	0.397301349325337	7
noise_re4	domain	Dermatologic	True	22	12.27	8	0.34	4.83	0.5126	0.5138	0.419790104947526	0.091	0.463721891850114	0.2034	0.1419	0.2633	0.954	0.2146	0.2047	1.377	0.310677868382266	0.839580209895052	8
noise_re4	domain	Endocrine-metabolic	True	28	14.36	6	0.281	4.76	0.49	0.4897	0.570214892553723	-0.082	0.532767044022716	0.1639	0.1238	0.2034	0.937	0.1641	0.1538	0.637	0.883781120997784	1	9
noise_re4	domain	Otologic	True	16	8.31	3	0.373	3.72	0.4785	0.4838	0.608695652173913	-0.153	0.560606042388523	0.167	0.1054	0.2273	0.973	0.1886	0.1836	0.542	0.897555728058252	1	10
noise_re4	domain	Injury	True	9	5.08	1	0.574	3.34	0.4558	0.4705	0.663168415792104	-0.249	0.598412570277602	0.1488	0.074	0.222	1	0.1777	0.1777	0.294	0.958513698571535	1	11
noise_re4	domain	Digestive	True	60	30.3	8	0.236	7.91	0.4239	0.4355	0.976511744127936	-0.689	0.754500517929399	0.1358	0.094	0.1771	0.955	0.1633	0.156	0.336	0.999450636035918	1	12
noise_re4	domain	Cardiovascular	True	55	20.75	3	0.343	7.77	0.4032	0.4217	0.990504747626187	-0.85	0.802249790738715	0.1203	0.0841	0.1562	0.975	0.1258	0.1227	0.123	0.999999494232015	1	13
noise_re4	domain	Immune-blood	True	9	6	1	0.472	3.36	0.3949	0.4118	0.845077461269365	-0.591	0.722755742571887	0.1411	0.0735	0.2075	1	0.132	0.132	0.294	0.958513698571535	1	14
noise_re4	domain	Reproductive-perinatal	True	33	17.42	6	0.284	5.66	0.3273	0.338	0.999500249875062	-1.403	0.919706166051787	0.1083	0.0555	0.1606	0.827	0.1354	0.1119	0.513	0.958302670426148	1	15
noise_re4	domain	Ophthalmic	True	36	19.85	3	0.203	4.82	0.2927	0.3033	1	-1.901	0.971376655968776	0.0899	0.0452	0.1341	0.852	0.1253	0.1067	0.203	0.999692686750981	1	16
noise_re4	domain	Genitourinary	True	50	21.94	2	0.34	8.12	0.2917	0.283	1	-1.714	0.956708910059224	0.0795	0.0302	0.1284	0.777	0.1168	0.0908	0.089	0.999999759985272	1	17
noise_re4	domain	Neoplasms	True	35	17.85	0	0.248	5.19	0.2059	0.1197	1	-2.567	0.994868674364805	-0.0164	-0.0625	0.0298	0.039	0.0817	0.0032	0	1	1	18
noise_re4	domain	Unclassified	False	5	4	5	0.469	2.41	0.881	0.881	0.000999500249875062	1.893	0.0291695268231093	0.2954	0.2376	0.3512	1	0.3003	0.3003	Inf	0.00217879528853795	0.00499750124937531	
noise_re4	domain	Quantitative	False	3	3	0	0.443	1.89	0.6406	0.557	0.214392803598201	0.612	0.270109368968542	0.1019	0.0569	0.1464	0.721	0.1232	0.0889	0	1	0.476428452440447	
C0	icd_chapter	XIII	True	93	36.97	5	0.458	17.48	0.699	0.7569	0.000499750124937531	1.462	0.0718753886087868	0.1264	0.0876	0.1648	0.979	0.1257	0.123	1.208	0.435785417235174	0.0079960019990005	1
C0	icd_chapter	V	True	51	17.22	8	0.629	11.2	0.6335	0.7054	0.000999500249875062	0.944	0.172649644547846	0.1364	0.0891	0.183	0.98	0.1394	0.1367	4.967	0.00123100040424998	0.0079960019990005	2
C0	icd_chapter	X	True	44	15.53	2	0.513	8.45	0.5717	0.5468	0.0574712643678161	0.545	0.292771025120853	0.0714	0.0314	0.1111	0.63	0.0971	0.0612	0.98	0.620438389128879	0.229885057471264	3
C0	icd_chapter	XIV	True	50	21.94	2	0.34	8.12	0.5665	0.5639	0.0539730134932534	0.547	0.2921121335364	0.0795	0.038	0.1206	0.674	0.1082	0.0729	0.848	0.692193426277531	0.229885057471264	4
C0	icd_chapter	VII	True	36	19.85	2	0.203	4.82	0.533	0.5712	0.241379310344828	0.303	0.381077666329163	0.0811	0.0425	0.1194	0.849	0.1072	0.091	1.229	0.507278600386825	0.772413793103448	5
C0	icd_chapter	XI	True	59	30.27	7	0.24	8.03	0.5113	0.5165	0.414792603698151	0.101	0.459786974297336	0.0646	0.0276	0.1013	0.623	0.1042	0.0649	3.365	0.0134872473005877	1	6
C0	icd_chapter	IX	True	55	20.75	0	0.343	7.77	0.4593	0.216	0.837081459270365	-0.358	0.639693533502448	-0.032	-0.0634	-5e-04	0.439	0.068	-0.0299	0	1	1	7
C0	icd_chapter	IV	True	27	14.35	0	0.277	4.69	0.4512	0.4036	0.804097951024488	-0.396	0.653832801453564	0.0161	-0.0216	0.0537	0.419	0.0739	0.031	0	1	1	8
C0	icd_chapter	VI	True	30	16.47	0	0.256	4.96	0.4234	0.5306	0.919540229885057	-0.636	0.737533391843378	0.0634	0.0237	0.1029	0.921	0.0782	0.072	0	1	1	9
C0	icd_chapter	I	True	5	4	0	0.495	2.48	0.327	0.3747	0.895552223888056	-0.846	0.801245490116607	0.0319	-0.0483	0.1116	0.33	0.0559	0.0184	0	1	1	10
C0	icd_chapter	XII	True	22	12.27	0	0.34	4.83	0.3186	0.3789	0.99400299850075	-1.316	0.905937925873621	0.0168	-0.0331	0.0666	0.535	0.0626	0.0335	0	1	1	11
C0	icd_chapter	II	True	35	17.85	0	0.248	5.19	0.3129	0.3314	1	-1.633	0.948741825342745	0.0122	-0.0275	0.052	0.132	0.0568	0.0075	0	1	1	12
C0	icd_chapter	III	True	7	5	0	0.457	2.83	0.3086	0.4465	0.954022988505747	-1.036	0.84984085479844	0.0636	-0.0157	0.1421	0.83	0.0564	0.0468	0	1	1	13
C0	icd_chapter	XV	True	33	17.42	0	0.284	5.66	0.3045	0.2115	1	-1.589	0.943930998964348	-0.0296	-0.0764	0.0174	0.455	0.0589	-0.0268	0	1	1	14
C0	icd_chapter	XIX	True	9	5.08	0	0.574	3.34	0.2923	0.4538	0.988005997001499	-1.172	0.879308074788613	0.0475	-0.0224	0.1169	1	0.0556	0.0556	0	1	1	15
C0	icd_chapter	VIII	True	16	8.31	0	0.373	3.72	0.2142	0.2939	1	-2.023	0.978470907316084	0.0042	-0.0524	0.0607	0.03	0.0445	-0.0013	0	1	1	16
C1	icd_chapter	X	True	44	15.53	33	0.513	8.45	0.7196	0.7243	0.000499750124937531	1.67	0.0474478382197686	0.2938	0.251	0.3354	1	0.315	0.315	4.131	2.02107363356604e-05	0.00399800099950025	1
C1	icd_chapter	XIII	True	93	36.97	60	0.458	17.48	0.7021	0.706	0.000499750124937531	1.484	0.0688397904741734	0.2883	0.2462	0.3293	1	0.3028	0.3028	2.636	1.94967204449407e-05	0.00399800099950025	2
C1	icd_chapter	I	True	5	4	5	0.495	2.48	0.7743	0.7743	0.0104947526236882	1.342	0.0898528285225014	0.374	0.2933	0.4493	1	0.3823	0.3823	Inf	0.0170194396526313	0.0419790104947526	3
C1	icd_chapter	V	True	51	17.22	34	0.629	11.2	0.6025	0.5909	0.00949525237381309	0.724	0.234492707496113	0.2492	0.1972	0.2998	0.934	0.2849	0.2661	2.715	0.000720608446190159	0.0419790104947526	4
C1	icd_chapter	VI	True	30	16.47	15	0.256	4.96	0.5332	0.5015	0.269865067466267	0.276	0.391362945274106	0.223	0.1793	0.2658	0.805	0.2307	0.1857	1.264	0.329310040247266	0.863568215892054	5
C1	icd_chapter	IX	True	55	20.75	21	0.343	7.77	0.4957	0.5088	0.555722138930535	-0.038	0.515167421677756	0.1866	0.153	0.2198	1	0.1833	0.1833	0.752	0.870120932702852	1	6
C1	icd_chapter	XII	True	22	12.27	5	0.34	4.83	0.4669	0.4545	0.707646176911544	-0.24	0.594762749727964	0.1757	0.1218	0.2286	0.932	0.2203	0.2052	0.355	0.991487329577219	1	7
C1	icd_chapter	XIV	True	50	21.94	23	0.34	8.12	0.4616	0.4708	0.818590704647676	-0.316	0.623999915332297	0.1821	0.1366	0.2268	0.976	0.2162	0.2111	1.07	0.466415055671248	1	8
C1	icd_chapter	IV	True	27	14.35	10	0.277	4.69	0.4555	0.4774	0.792603698150925	-0.361	0.641089229691216	0.1989	0.1585	0.2385	1	0.183	0.183	0.725	0.839455911561292	1	9
C1	icd_chapter	VIII	True	16	8.31	6	0.373	3.72	0.4394	0.4435	0.792603698150925	-0.429	0.666027426525201	0.1881	0.127	0.2478	0.95	0.2235	0.2122	0.744	0.793372573980017	1	10
C1	icd_chapter	XI	True	59	30.27	22	0.24	8.03	0.4271	0.4436	0.971014492753623	-0.65	0.742002135711091	0.1667	0.1274	0.2055	0.99	0.1944	0.1926	0.72	0.904785468412565	1	11
C1	icd_chapter	XV	True	33	17.42	9	0.284	5.66	0.3622	0.3843	0.9960019990005	-1.12	0.868694143852753	0.1712	0.1186	0.2229	0.974	0.1911	0.1862	0.45	0.988431018474716	1	12
C1	icd_chapter	XIX	True	9	5.08	3	0.574	3.34	0.3622	0.3794	0.929535232383808	-0.777	0.781469936486181	0.1573	0.0805	0.2322	0.979	0.174	0.1704	0.62	0.844669929929756	1	13
C1	icd_chapter	III	True	7	5	1	0.457	2.83	0.2917	0.3194	0.975012493753123	-1.128	0.870246940640789	0.1376	0.0526	0.2207	0.982	0.153	0.1502	0.205	0.984154857814725	1	14
C1	icd_chapter	II	True	35	17.85	3	0.248	5.19	0.2427	0.1623	1	-2.246	0.98763908155472	-1e-04	-0.0409	0.0407	0.328	0.1148	0.0377	0.107	0.999999749463587	1	15
C1	icd_chapter	VII	True	36	19.85	0	0.203	4.82	0.1576	0.1677	1	-3.14	0.999154647081613	0.0408	-0.0012	0.0826	0.652	0.0818	0.0533	0	1	1	16
C2_sub0	icd_chapter	X	True	44	15.53	36	0.513	8.45	0.7167	0.2792	0.000499750124937531	1.648	0.049682724535126	-0.2959	-0.3217	-0.2697	1	0.316	-0.316	3.777	0.000220230907252207	0.00399800099950025	1
C2_sub0	icd_chapter	XIII	True	93	36.97	74	0.458	17.48	0.6682	0.323	0.000499750124937531	1.235	0.10837874524449	-0.2815	-0.3075	-0.2551	1	0.3004	-0.3004	3.574	3.62959206649804e-07	0.00399800099950025	2
C2_sub0	icd_chapter	I	True	5	4	5	0.495	2.48	0.7223	0.277	0.0434782608695652	1.087	0.138441236852492	-0.3369	-0.3857	-0.2862	1	0.3646	-0.3646	Inf	0.0561563673987498	0.173913043478261	3
C2_sub0	icd_chapter	V	True	51	17.22	36	0.629	11.2	0.5781	0.4194	0.0389805097451274	0.552	0.290460361072291	-0.2539	-0.2844	-0.2229	0.944	0.2761	-0.2607	1.959	0.0217961379099948	0.173913043478261	4
C2_sub0	icd_chapter	IX	True	55	20.75	25	0.343	7.77	0.5136	0.4712	0.370814592703648	0.119	0.452514876127356	-0.1949	-0.2147	-0.1749	1	0.1958	-0.1958	0.617	0.967642295584817	1	5
C2_sub0	icd_chapter	VI	True	30	16.47	14	0.256	4.96	0.4964	0.5126	0.521239380309845	-0.03	0.511902202221247	-0.2067	-0.2326	-0.1806	0.856	0.2226	-0.1906	0.664	0.900558402802902	1	6
C2_sub0	icd_chapter	IV	True	27	14.35	14	0.277	4.69	0.494	0.4839	0.553223388305847	-0.049	0.519491015410184	-0.2258	-0.2499	-0.2014	1	0.2051	-0.2051	0.827	0.753406045837084	1	7
C2_sub0	icd_chapter	XV	True	33	17.42	23	0.284	5.66	0.4933	0.4923	0.550224887556222	-0.054	0.521630733401067	-0.2451	-0.2766	-0.2131	0.991	0.2691	-0.2667	1.837	0.0780804245970681	1	8
C2_sub0	icd_chapter	XIV	True	50	21.94	29	0.34	8.12	0.4792	0.513	0.697651174412794	-0.171	0.56802227953248	-0.1932	-0.22	-0.166	0.969	0.2296	-0.2226	1.076	0.464414844039259	1	9
C2_sub0	icd_chapter	XI	True	59	30.27	29	0.24	8.03	0.4396	0.5488	0.933533233383308	-0.539	0.704918925401579	-0.1792	-0.2037	-0.1545	0.961	0.2152	-0.2069	0.725	0.905163498978442	1	10
C2_sub0	icd_chapter	XII	True	22	12.27	14	0.34	4.83	0.4316	0.5677	0.861569215392304	-0.496	0.690063464366871	-0.1851	-0.2184	-0.1514	0.939	0.212	-0.1991	1.37	0.317939317822492	1	11
C2_sub0	icd_chapter	III	True	7	5	4	0.457	2.83	0.3708	0.6003	0.870064967516242	-0.7	0.757896504898664	-0.1912	-0.2406	-0.1408	1	0.2072	-0.2072	1.033	0.637634474710136	1	12
C2_sub0	icd_chapter	VIII	True	16	8.31	7	0.373	3.72	0.3197	0.6851	0.99400299850075	-1.276	0.899091504905692	-0.1152	-0.15	-0.0802	0.807	0.1681	-0.1357	0.594	0.90038365931665	1	13
C2_sub0	icd_chapter	XIX	True	9	5.08	4	0.574	3.34	0.31	0.6864	0.981009495252374	-1.072	0.858056512796797	-0.1201	-0.164	-0.0758	0.894	0.1545	-0.1381	0.615	0.85625678614962	1	14
C2_sub0	icd_chapter	II	True	35	17.85	4	0.248	5.19	0.2177	0.84	1	-2.464	0.993130914419646	0.0045	-0.0206	0.0296	0.26	0.11	-0.0286	0.089	0.999999998579418	1	15
C2_sub0	icd_chapter	VII	True	36	19.85	2	0.203	4.82	0.1578	0.8843	1	-3.138	0.999150763353307	7e-04	-0.024	0.0254	0.033	0.0845	0.0028	0.04	0.999999999998597	1	16
C2_sub1	icd_chapter	XIII	True	93	36.97	28	0.458	17.48	0.6935	0.2949	0.000499750124937531	1.421	0.0776460275118453	-0.2289	-0.2889	-0.1671	0.998	0.2387	-0.2383	4.262	3.89765222468471e-07	0.0079960019990005	1
C2_sub1	icd_chapter	X	True	44	15.53	6	0.513	8.45	0.6274	0.3608	0.00349825087456272	0.969	0.166368910063625	-0.1965	-0.26	-0.1314	1	0.2075	-0.2075	1.126	0.470666943281337	0.0279860069965018	2
C2_sub1	icd_chapter	I	True	5	4	2	0.495	2.48	0.7767	0.2223	0.0144927536231884	1.353	0.0880161028838111	-0.3146	-0.4284	-0.1909	1	0.3112	-0.3112	4.813	0.11830113508864	0.0579710144927536	3
C2_sub1	icd_chapter	XI	True	59	30.27	8	0.24	8.03	0.5918	0.3937	0.0109945027486257	0.818	0.20660000985605	-0.1969	-0.2554	-0.1369	0.982	0.2179	-0.214	1.121	0.452427348700828	0.0579710144927536	4
C2_sub1	icd_chapter	XV	True	33	17.42	5	0.284	5.66	0.5318	0.463	0.261369315342329	0.258	0.398080707938998	-0.1981	-0.2702	-0.1238	0.924	0.2154	-0.199	1.281	0.389616571338473	0.836381809095452	5
C2_sub1	icd_chapter	IX	True	55	20.75	3	0.343	7.77	0.5111	0.4632	0.399800099950025	0.097	0.461264796769324	-0.157	-0.2083	-0.1048	0.971	0.15	-0.1457	0.383	0.978135314023584	1	6
C2_sub1	icd_chapter	XIV	True	50	21.94	3	0.34	8.12	0.484	0.4975	0.649675162418791	-0.132	0.552356991503483	-0.1632	-0.228	-0.0969	0.969	0.1736	-0.1683	0.428	0.962418707147423	1	7
C2_sub1	icd_chapter	VI	True	30	16.47	5	0.256	4.96	0.4726	0.5434	0.669165417291354	-0.228	0.590037464419506	-0.1524	-0.2157	-0.0878	0.765	0.172	-0.1316	1.443	0.310258037966555	1	8
C2_sub1	icd_chapter	IV	True	27	14.35	4	0.277	4.69	0.4604	0.5629	0.739630184907546	-0.321	0.626021697003081	-0.1358	-0.1952	-0.0754	0.733	0.1561	-0.1144	1.242	0.43615597699794	1	9
C2_sub1	icd_chapter	V	True	51	17.22	1	0.629	11.2	0.4408	0.5667	0.917541229385307	-0.419	0.66228968961026	-0.1246	-0.1958	-0.0522	0.821	0.1578	-0.1296	0.13	0.999147383825326	1	10
C2_sub1	icd_chapter	XII	True	22	12.27	0	0.34	4.83	0.4153	0.5878	0.912043978010994	-0.614	0.730471766161463	-0.1299	-0.2101	-0.048	0.812	0.1564	-0.127	0	1	1	11
C2_sub1	icd_chapter	III	True	7	5	0	0.457	2.83	0.4152	0.5521	0.776611694152924	-0.459	0.676897543322596	-0.156	-0.2714	-0.0362	1	0.1719	-0.1719	0	1	1	12
C2_sub1	icd_chapter	VIII	True	16	8.31	1	0.373	3.72	0.3521	0.6336	0.978510744627686	-1.047	0.852509574044975	-0.1099	-0.193	-0.0252	0.729	0.132	-0.0962	0.464	0.883074153032544	1	13
C2_sub1	icd_chapter	XIX	True	9	5.08	0	0.574	3.34	0.2066	0.7328	0.998500749625187	-1.655	0.951067413782491	-0.064	-0.1681	0.0415	0.88	0.0751	-0.0661	0	1	1	14
C2_sub1	icd_chapter	VII	True	36	19.85	0	0.203	4.82	0.1992	0.8679	1	-2.758	0.99709520131605	0.0171	-0.0426	0.0767	0.17	0.0839	0.0142	0	1	1	15
C2_sub1	icd_chapter	II	True	35	17.85	0	0.248	5.19	0.1937	0.8489	1	-2.674	0.996247941523298	0.0109	-0.0515	0.0731	0.045	0.0833	-0.0037	0	1	1	16
C3	icd_chapter	V	True	51	17.22	33	0.629	11.2	0.9142	0.9203	0.000499750124937531	2.928	0.00170827743403825	0.2973	0.2474	0.3456	0.99	0.2961	0.2931	40.486	3.3032137314633e-26	0.00399800099950025	1
C3	icd_chapter	XIX	True	9	5.08	3	0.574	3.34	0.8233	0.8384	0.000499750124937531	1.824	0.034109606454099	0.1821	0.1094	0.2528	1	0.1976	0.1976	5.019	0.0442413261136071	0.00399800099950025	2
C3	icd_chapter	X	True	44	15.53	4	0.513	8.45	0.6	0.6561	0.0114942528735632	0.761	0.223430760396134	0.0859	0.0418	0.1297	0.933	0.1092	0.1018	0.958	0.612976704539002	0.0613026819923372	3
C3	icd_chapter	I	True	5	4	1	0.495	2.48	0.678	0.7297	0.0864567716141929	0.871	0.192005002395586	0.1298	0.04	0.2175	1	0.1787	0.1787	2.429	0.39133918831784	0.276661669165417	4
C3	icd_chapter	XV	True	33	17.42	3	0.284	5.66	0.5764	0.1738	0.0719640179910045	0.621	0.267215915766251	-0.0442	-0.0954	0.0072	0.44	0.1173	-0.0516	0.959	0.619121855671055	0.276661669165417	5
C3	icd_chapter	XII	True	22	12.27	1	0.34	4.83	0.5207	0.5253	0.375312343828086	0.15	0.440205069805412	0.0572	0.0036	0.1106	0.672	0.1002	0.0673	0.448	0.891141116254689	0.999500249875062	6
C3	icd_chapter	XI	True	59	30.27	2	0.24	8.03	0.4907	0.5423	0.56471764117941	-0.082	0.532850041518464	0.0546	0.0161	0.0929	0.823	0.0907	0.0746	0.313	0.983290975396573	0.999500249875062	7
C3	icd_chapter	VIII	True	16	8.31	0	0.373	3.72	0.4639	0.5143	0.683658170914543	-0.255	0.600803976712295	0.0531	-0.0064	0.1123	0.751	0.0872	0.0655	0	1	0.999500249875062	8
C3	icd_chapter	XIV	True	50	21.94	0	0.34	8.12	0.4423	0.399	0.908045977011494	-0.475	0.682463055136897	0.0159	-0.0288	0.0606	0.348	0.0748	0.026	0	1	0.999500249875062	9
C3	icd_chapter	VI	True	30	16.47	0	0.256	4.96	0.4384	0.4487	0.873563218390805	-0.511	0.695363044902121	0.0362	-0.0047	0.0769	0.51	0.0662	0.0338	0	1	0.999500249875062	10
C3	icd_chapter	IX	True	55	20.75	0	0.343	7.77	0.4339	0.4894	0.946026986506747	-0.58	0.719141714027347	0.0313	-0.0025	0.0651	0.738	0.0597	0.0441	0	1	0.999500249875062	11
C3	icd_chapter	IV	True	27	14.35	0	0.277	4.69	0.4142	0.4794	0.930034982508746	-0.696	0.756856230952992	0.0409	0.0016	0.08	0.669	0.0587	0.0393	0	1	0.999500249875062	12
C3	icd_chapter	II	True	35	17.85	3	0.248	5.19	0.397	0.4006	0.981009495252374	-0.899	0.815693964862902	0.027	-0.0135	0.0674	0.37	0.0794	0.0294	0.896	0.660529679204345	0.999500249875062	13
C3	icd_chapter	XIII	True	93	36.97	0	0.458	17.48	0.3784	0.3954	0.999500249875062	-0.894	0.814205328525471	0.0194	-0.0225	0.0612	0.396	0.0524	0.0207	0	1	0.999500249875062	14
C3	icd_chapter	III	True	7	5	0	0.457	2.83	0.3421	0.4821	0.91904047976012	-0.855	0.803647166821813	0.0627	-0.0229	0.1474	0.887	0.0665	0.059	0	1	0.999500249875062	15
C3	icd_chapter	VII	True	36	19.85	0	0.203	4.82	0.3146	0.3316	0.999500249875062	-1.7	0.955472233685525	0.0051	-0.0363	0.0465	0.169	0.0495	0.0084	0	1	0.999500249875062	16
C4	icd_chapter	V	True	51	17.22	46	0.629	11.2	0.843	0.8431	0.000499750124937531	2.424	0.00768006541117884	0.4892	0.4337	0.5409	1	0.5332	0.5332	9.401	3.22794384888331e-09	0.00399800099950025	1
C4	icd_chapter	X	True	44	15.53	39	0.513	8.45	0.694	0.6945	0.000499750124937531	1.475	0.0700924288874166	0.298	0.2572	0.3377	1	0.3204	0.3204	7.772	2.00377232239996e-07	0.00399800099950025	2
C4	icd_chapter	XIII	True	93	36.97	55	0.458	17.48	0.5752	0.5754	0.0139930034982509	0.553	0.290224200773836	0.2482	0.2076	0.2878	0.996	0.2731	0.2721	1.349	0.115055749221695	0.0746293519906713	3
C4	icd_chapter	I	True	5	4	4	0.495	2.48	0.7027	0.7027	0.055472263868066	0.991	0.160802028669615	0.3579	0.281	0.4303	1	0.3766	0.3766	3.595	0.224721810947921	0.221889055472264	4
C4	icd_chapter	VI	True	30	16.47	17	0.256	4.96	0.5712	0.5684	0.0989505247376312	0.591	0.277098591035419	0.2957	0.2549	0.3355	0.973	0.2832	0.2755	1.174	0.407694453069168	0.31664167916042	5
C4	icd_chapter	XI	True	59	30.27	38	0.24	8.03	0.5374	0.5381	0.181409295352324	0.333	0.369542971096908	0.2251	0.1883	0.2614	0.996	0.2717	0.2707	1.694	0.0412653583297375	0.48375812093953	6
C4	icd_chapter	IV	True	27	14.35	17	0.277	4.69	0.5293	0.5302	0.323338330834583	0.238	0.406087358410575	0.2167	0.1799	0.2528	0.983	0.2383	0.2341	1.543	0.19113702552359	0.739059041907618	7
C4	icd_chapter	XIV	True	50	21.94	27	0.34	8.12	0.4646	0.4673	0.792103948025987	-0.291	0.614513450231138	0.2211	0.179	0.2625	1	0.235	0.235	1.05	0.494628578986986	1	8
C4	icd_chapter	IX	True	55	20.75	17	0.343	7.77	0.4209	0.4246	0.978510744627686	-0.694	0.756277550869393	0.17	0.1393	0.2004	1	0.1684	0.1684	0.365	0.99983790080605	1	9
C4	icd_chapter	XII	True	22	12.27	9	0.34	4.83	0.3823	0.3851	0.963018490754623	-0.853	0.803305840655437	0.1823	0.1318	0.2318	0.993	0.1995	0.1981	0.605	0.913904010415336	1	10
C4	icd_chapter	VIII	True	16	8.31	7	0.373	3.72	0.3691	0.3702	0.970014992503748	-0.927	0.823051202725237	0.1877	0.1334	0.2408	0.965	0.1977	0.1907	0.686	0.840372197484715	1	11
C4	icd_chapter	III	True	7	5	1	0.457	2.83	0.3674	0.3727	0.88255872063968	-0.718	0.763515054444063	0.1916	0.1192	0.2619	1	0.2069	0.2069	0.146	0.995051100471205	1	12
C4	icd_chapter	XIX	True	9	5.08	1	0.574	3.34	0.3415	0.3415	0.946026986506747	-0.894	0.814312310429697	0.1646	0.1006	0.2273	1	0.1844	0.1844	0.109	0.998932525063684	1	13
C4	icd_chapter	VII	True	36	19.85	7	0.203	4.82	0.265	0.2588	1	-2.155	0.984429795670782	0.1042	0.0672	0.1408	0.876	0.1498	0.1313	0.197	0.999995556095877	1	14
C4	icd_chapter	XV	True	33	17.42	9	0.284	5.66	0.2615	0.2558	1	-1.938	0.973703442372822	0.1285	0.0807	0.1757	0.823	0.1489	0.1225	0.315	0.999431437192839	1	15
C4	icd_chapter	II	True	35	17.85	4	0.248	5.19	0.1347	0.1356	1	-3.188	0.999283972504516	0.0461	0.0071	0.085	0.757	0.0855	0.0647	0.104	0.999999984050523	1	16
C5_sub0	icd_chapter	IX	True	55	20.75	36	0.343	7.77	0.7272	0.7406	0.000499750124937531	1.995	0.0230276239572962	0.2521	0.2282	0.2756	1	0.2598	0.2598	3.769	4.11753746094885e-06	0.00266533399966683	1
C5_sub0	icd_chapter	XIII	True	93	36.97	55	0.458	17.48	0.7058	0.7111	0.000499750124937531	1.512	0.065293324487393	0.2392	0.2105	0.2674	0.978	0.2299	0.2249	3.044	9.86621989596884e-07	0.00266533399966683	2
