cluster_label	level	category	eligible	n	n_eff	n_hit	rho_bar	vif	auc_abs	auc_signed	perm_p	vif_z	vif_p	pooled_rg	pooled_rg_ci_lo	pooled_rg_ci_hi	coherence	mean_abs_rg	mean_signed_rg	odds_ratio	fisher_p	q	rank
C5_sub0	native	II Neoplasms, from cancer register (ICD-O-3)	True	23	12.12	1	0.302	4.36	0.2923	0.1776	1	-1.62	0.947405468667797	-0.0353	-0.0636	-0.007	0.072	0.0741	0.0054	0.075	0.999976121337065	1	26
C5_sub0	native	Alcohol related diseases	True	4	2	0	0.756	1.76	0.2433	0.2995	0.964017991004498	-1.336	0.90929709163595	0.0573	0.0104	0.1038	0.732	0.0641	0.047	0	1	1	27
C5_sub0	native	XIX Injury, poisoning and certain other consequences of external causes (ST19_)	True	9	5.08	0	0.574	3.34	0.2319	0.2107	0.997001499250375	-1.512	0.934767218209892	0.0159	-0.0384	0.0701	0.071	0.0748	-0.0053	0	1	1	28
C5_sub0	native	VII Diseases of the eye and adnexa (H7_)	True	36	19.85	0	0.203	4.82	0.2009	0.1849	1	-2.743	0.996952894416396	0.0045	-0.0226	0.0315	0.03	0.0591	-0.0018	0	1	1	29
C5_sub0	native	Miscellaneous, not yet classified endpoints	False	5	4	4	0.469	2.41	0.8553	0.856	0.00149925037481259	1.766	0.0387308990910247	0.2476	0.2156	0.279	1	0.2498	0.2498	7.111	0.0612095380296974	0.0116191904047976	
C5_sub0	native	Quantitative endpoints	False	3	3	2	0.443	1.89	0.9164	0.9164	0.00649675162418791	1.813	0.0348902168895618	0.2473	0.1965	0.2968	1	0.583	0.583	3.523	0.300211764776359	0.0335665500583042	
C5_sub1	native	Cardiometabolic endpoints	True	6	3	6	0.655	2.31	0.9107	0.9107	0.000499750124937531	2.28	0.0113064127492357	0.5231	0.4634	0.578	1	0.5922	0.5922	Inf	0.00715760783207366	0.00387306346826587	1
C5_sub1	native	IX Diseases of the circulatory system (I9_)	True	49	21.41	35	0.311	7.34	0.7023	0.7081	0.000499750124937531	1.734	0.0414556579078524	0.2856	0.2486	0.3217	1	0.4062	0.4062	3.491	5.3493091406229e-05	0.00387306346826587	2
C5_sub1	native	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	True	83	32.95	55	0.497	16.9	0.6675	0.6692	0.000499750124937531	1.193	0.116351004240523	0.2391	0.2081	0.2696	0.992	0.2397	0.2377	2.872	1.0686552445547e-05	0.00387306346826587	3
C5_sub1	native	IV Endocrine, nutritional and metabolic diseases (E4_)	True	23	12.31	15	0.284	4.21	0.6502	0.6559	0.00499750124937531	1.191	0.116775685867197	0.2849	0.2466	0.3222	1	0.3662	0.3662	2.455	0.0315554683343183	0.0309845077461269	4
C5_sub1	native	Interstitial lung disease endpoints	True	3	2	3	0.554	1.55	0.8267	0.8267	0.024487756121939	1.567	0.0585487674101096	0.3092	0.2557	0.3607	1	0.3691	0.3691	Inf	0.0854140168839999	0.126520073296685	5
C5_sub1	native	Diabetes endpoints	True	4	3	3	0.486	1.97	0.7388	0.7196	0.047976011994003	1.173	0.120328440883509	0.4169	0.366	0.4652	0.927	0.367	0.3404	3.83	0.229284138346418	0.185907046476762	6
C5_sub1	native	I Certain infectious and parasitic diseases (AB1_)	True	5	4	4	0.495	2.48	0.7043	0.7053	0.0589705147426287	0.999	0.158820331431589	0.308	0.2458	0.3677	1	0.3016	0.3016	5.125	0.121720675378398	0.198300849575212	7
C5_sub1	native	Asthma and related endpoints	True	10	3.05	6	0.804	2.65	0.6424	0.6447	0.063968015992004	0.95	0.171119970783047	0.2303	0.1942	0.2659	1	0.2241	0.2241	1.92	0.241648313208719	0.198300849575212	8
C5_sub1	native	X Diseases of the respiratory system (J10_)	True	28	11.58	16	0.467	5.95	0.5861	0.5923	0.0719640179910045	0.632	0.26384639734185	0.1997	0.166	0.2329	0.996	0.2131	0.2122	1.732	0.110655078420376	0.202807687065558	9
C5_sub1	native	Drug purchase endpoints	True	7	5	4	0.378	2.51	0.6498	0.6598	0.087456271864068	0.86	0.194825355968612	0.298	0.2542	0.3407	1	0.3131	0.3131	1.698	0.37277990338439	0.225928702315509	10
C5_sub1	native	COPD and related endpoints	True	3	2	2	0.656	1.66	0.7087	0.7104	0.120939530234883	0.97	0.166060852141007	0.3	0.2359	0.3614	1	0.3224	0.3224	2.543	0.412243500357116	0.288394264406258	11
C5_sub1	native	VI Diseases of the nervous system (G6_)	True	26	15.29	14	0.278	4.97	0.5402	0.5381	0.247876061969016	0.311	0.377759146895981	0.2411	0.2061	0.2755	0.944	0.2249	0.2123	1.503	0.206277526193999	0.548868422931392	12
C5_sub1	native	Psychiatric endpoints from Katri Räikkönen	True	12	4.23	5	0.726	3.35	0.5535	0.5561	0.268365817091454	0.347	0.364190377883019	0.1927	0.1563	0.2285	0.979	0.1838	0.1799	0.902	0.675591116976673	0.554622688655672	13
